1,Switching regulator,LM2574N-5.0-ND,1.12
1,CAP ALUM 22UF 50V 20% RADIAL,399-6108-ND,0.0557
1,CAP ALUM 220UF 16V 20% RADIAL 10V 20% SMD,P5139-ND,0.0955
1,DIODE SCHOTTKY 60V 1.1A DO-41,11DQ06-ND,0.3052
1,INDUCTOR 330UH 10% 1207 SMD,587-3084-1-ND,0.1085
,,,1.6849
